title,genres,runtime,vote_average,vote_count,year
The Devil with Seven Faces,['thriller'],90.0,5.4,4.0,1971
Battletruck,['science fiction'],91.0,4.2,5.0,1982
The Glitterball,"['family', 'science fiction']",53.0,4.8,2.0,1977
The Questor Tapes,['science fiction'],100.0,4.8,5.0,1974
The UFO Incident,[],92.0,6.3,3.0,1975
Italiano medio,['comedy'],90.0,6.0,142.0,2015
Lure of the Sila,['drama'],75.0,6.0,1.0,1949
Londra chiama Polo Nord,"['drama', 'war']",,7.0,1.0,1956
Under Ten Flags,"['history', 'war']",110.0,5.4,6.0,1960
Chino,"['action', 'western', 'foreign']",98.0,4.1,9.0,1973
National Lampoon's The Legend of Awesomest Maximus,['comedy'],87.0,3.9,25.0,2014
The Shuttered Room,"['drama', 'mystery', 'horror']",99.0,6.0,13.0,1967
Sebastian,"['drama', 'romance']",100.0,6.2,3.0,1968
The Strange Affair,['drama'],106.0,4.3,2.0,1968
I Start Counting,['thriller'],105.0,5.3,5.0,1970
Madame Sin,['comedy'],86.0,8.0,2.0,1972
The Trial of Lee Harvey Oswald,"['tv movie', 'drama']",210.0,0.0,0.0,1977
Party Girl,['drama'],95.0,6.9,13.0,2014
We Are Young. We Are Strong.,['drama'],123.0,7.3,20.0,2014
Relationship Status: It's Complicated,"['romance', 'comedy']",100.0,5.3,68.0,2014
The Prophet,['comedy'],100.0,6.5,1.0,1968
Calculator,"['thriller', 'science fiction', 'action']",120.0,4.3,38.0,2014
The Bandit,"['drama', 'crime']",78.0,6.3,3.0,1946
Love in the City,"['drama', 'romance']",105.0,6.3,6.0,1953
The Beach,[],107.0,5.5,2.0,1954
Guendalina,[],103.0,5.0,1.0,1957
Sweet Deceptions,"['romance', 'drama']",95.0,5.0,1.0,1960
Letters of a Novice,['drama'],82.0,6.3,2.0,1960
Come Have Coffee with Us,['comedy'],98.0,5.2,3.0,1970
The Bronte Sisters,['drama'],120.0,5.3,6.0,1979
Hotel America,"['romance', 'drama']",95.0,6.6,5.0,1981
I Don't Kiss,['drama'],115.0,6.8,5.0,1991
Unforgivable,['drama'],111.0,6.5,2.0,2011
In the Name of My Daughter,['drama'],122.0,5.7,22.0,2014
The Three Fantastic Supermen,"['action', 'fantasy', 'science fiction']",94.0,7.0,2.0,1967
If You Meet Sartana Pray for Your Death,['western'],95.0,4.9,5.0,1968
Yeti: The Giant of the 20th Century,"['fantasy', 'adventure']",118.0,5.0,2.0,1977
The Retrieval,"['western', 'drama', 'history']",91.0,6.4,20.0,2013
Daughters of Satan,['horror'],90.0,4.9,10.0,1972
Back Soon,"['drama', 'comedy', 'romance', 'foreign']",83.0,4.1,8.0,2007
Tintin and I,['documentary'],75.0,5.8,5.0,2003
Reach Me,['drama'],95.0,5.1,32.0,2014
Paz!,[],0.0,6.5,23.0,2002
Kiss of the Tarantula,['horror'],85.0,5.0,1.0,1976
Antarctica,['adventure'],143.0,7.4,17.0,1983
"Back to the Garden, Flower Power Comes Full Circle",[],0.0,6.0,1.0,2009
Incredible Rocky Mountain Race,[],100.0,0.0,0.0,1977
What the Day Owes the Night,"['drama', 'history', 'romance']",182.0,7.4,48.0,2012
Scourge,"['drama', 'horror', 'mystery', 'science fiction']",92.0,4.0,11.0,2008
The Last Gladiators,['documentary'],94.0,6.0,10.0,2012
Project Viper,"['horror', 'science fiction']",85.0,6.0,2.0,2002
Hardwired,"['action', 'adventure', 'science fiction', 'thriller']",94.0,4.9,31.0,2009
Jay Mohr: Funny for a Girl,['comedy'],58.0,5.0,1.0,2012
The Gold Spinners,['documentary'],74.0,6.0,1.0,2013
Kawa,"['drama', 'foreign']",76.0,5.0,1.0,2010
Adjust Your Tracking: The Untold Story of the VHS Collector,['documentary'],84.0,7.6,9.0,2013
Addicted to Plastic,['documentary'],85.0,5.0,5.0,2008
My So-Called Father,['drama'],123.0,5.5,4.0,2014
100 Bloody Acres,"['comedy', 'horror']",91.0,6.2,43.0,2012
The Father of a Soldier,"['drama', 'war']",83.0,6.8,9.0,1964
Street Days,"['foreign', 'drama']",89.0,5.3,4.0,2010
"Blue Mountains, or Unbelievable Story",['comedy'],97.0,7.5,2.0,1984
Evenings on a Farm near Dikanka,"['comedy', 'fantasy', 'romance']",69.0,6.5,8.0,1961
The Dead Season,"['war', 'thriller']",138.0,5.4,5.0,1968
Dauria,"['drama', 'history']",172.0,7.0,1.0,1972
The Bat,"['music', 'comedy', 'romance']",141.0,6.0,1.0,1979
The Green Van,"['adventure', 'comedy', 'drama']",135.0,5.0,1.0,1983
Fantômas: Juve Against Fantômas,"['crime', 'drama']",59.0,6.4,11.0,1913
Fantômas: The Dead Man Who Killed,"['crime', 'drama']",90.0,6.4,8.0,1913
Fantômas: Fantômas Against Fantômas,"['crime', 'drama']",59.0,6.2,8.0,1914
Fantômas: The False Magistrate,"['crime', 'drama']",70.0,5.4,6.0,1914
Private Worlds,['drama'],84.0,0.0,0.0,1935
Last of the Wild Horses,['western'],84.0,2.5,2.0,1948
Naked Gun,['western'],69.0,3.3,3.0,1956
"Go, Johnny, Go!",['music'],75.0,6.0,1.0,1959
Screwballs,['comedy'],80.0,4.7,22.0,1983
Loose Screws,['comedy'],92.0,5.3,14.0,1985
Valet Girls,['comedy'],82.0,3.7,3.0,1987
Screwball Hotel,['comedy'],101.0,0.0,0.0,1988
Spellcaster,"['horror', 'mystery']",83.0,4.7,3.0,1992
The Glory Brigade,['war'],82.0,6.0,1.0,1953
The Proud Ones,"['action', 'western']",94.0,5.4,5.0,1956
"$1,000 on the Black",['western'],104.0,6.0,2.0,1966
Sartana the Gravedigger,"['western', 'mystery']",102.0,4.8,3.0,1969
One Damned Day at Dawn... Django Meets Sartana!,['western'],97.0,5.2,5.0,1970
"I Am Sartana, Trade Your Guns for a Coffin",[],93.0,8.0,1.0,1970
"Have a Good Funeral, My Friend... Sartana Will Pay",['western'],91.0,6.0,4.0,1970
Django and Sartana Are Coming... It's the End,['western'],90.0,5.0,1.0,1970
Light the Fuse... Sartana Is Coming,['western'],99.0,6.5,4.0,1970
Trinity and Sartana Are Coming,"['western', 'comedy']",103.0,5.0,1.0,1972
Kevin Hart: I'm a Grown Little Man,['comedy'],72.0,7.5,41.0,2009
Craig Ferguson: A Wee Bit o' Revolution,['comedy'],80.0,5.3,3.0,2009
"Bo Burnham: Words, Words, Words","['comedy', 'music']",63.0,6.8,17.0,2010
Kathleen Madigan: Gone Madigan,['comedy'],64.0,6.8,4.0,2010
Jim Norton: American Degenerate,['comedy'],61.0,7.3,5.0,2013
Jim Jefferies: BARE,['comedy'],76.0,7.7,35.0,2014
The Killer Must Kill Again,"['foreign', 'horror', 'thriller']",86.0,6.6,11.0,1975
"Dr. Black, Mr. Hyde",['horror'],85.0,6.3,3.0,1976
Finders Killers,['western'],92.0,0.0,0.0,1971
The Dead Are Alive,"['horror', 'mystery', 'thriller']",105.0,5.6,7.0,1972
Four Gunmen of the Holy Trinity,['western'],107.0,0.0,0.0,1971
The New Kids,"['thriller', 'horror', 'drama']",86.0,5.7,13.0,1985
When Good Ghouls Go Bad,"['fantasy', 'comedy', 'science fiction', 'family']",93.0,3.8,6.0,2001
Not Safe for Work,['thriller'],74.0,4.8,44.0,2014
The Little Devil,"['comedy', 'fantasy', 'romance']",99.0,6.6,85.0,1988
Killing Kennedy,['drama'],87.0,5.5,34.0,2013
People in Places,"['comedy', 'drama']",83.0,5.0,2.0,2013
Scorpion in Love,"['romance', 'thriller', 'drama']",100.0,6.9,7.0,2013
Anita,"['drama', 'thriller', 'romance', 'foreign']",104.0,6.1,5.0,2009
Scooby-Doo in Arabian Nights,"['animation', 'family']",69.0,5.8,15.0,1994
Beer for My Horses,"['action', 'comedy']",86.0,5.3,9.0,2008
Beethoven's 3rd,['comedy'],99.0,4.4,63.0,2000
Beethoven's 5th,"['comedy', 'family']",91.0,4.5,34.0,2003
Beethoven's Big Break,['comedy'],101.0,4.3,26.0,2008
Beethoven's Treasure Tail,"['action', 'adventure', 'family']",98.0,6.7,6.0,2014
Beethoven's Christmas Adventure,"['comedy', 'family']",90.0,5.3,20.0,2011
City That Never Sleeps,"['crime', 'drama']",90.0,6.4,6.0,1953
Cody the Robosapien,"['adventure', 'drama', 'family', 'science fiction']",86.0,5.4,21.0,2013
Contest,"['drama', 'family']",88.0,4.4,5.0,2013
Freedom Song,['drama'],112.0,0.0,0.0,2000
Ricco,"['action', 'foreign']",83.0,6.5,1.0,1973
Greetings from Tim Buckley,['drama'],99.0,5.5,10.0,2012
Griffin and Phoenix,['drama'],97.0,0.0,0.0,1976
Hard Promises,"['comedy', 'romance']",95.0,6.0,1.0,1991
Harry & Son,['drama'],120.0,5.1,16.0,1984
Hercules,"['fantasy', 'action', 'adventure']",240.0,5.0,14.0,2005
"Lightning, the White Stallion","['adventure', 'family']",95.0,0.0,0.0,1986
Little Monsters,['family'],107.0,6.0,1.0,2012
Madison Avenue,['drama'],90.0,0.0,0.0,1962
One Man's Justice,"['action', 'thriller']",100.0,5.5,2.0,1996
Pulse,"['horror', 'science fiction']",95.0,4.7,17.0,1987
Ride 'Em Cowboy,"['comedy', 'western']",82.0,6.7,7.0,1942
Shadow,"['horror', 'thriller']",77.0,5.5,21.0,2010
Shadow,"['drama', 'action']",98.0,5.5,2.0,1956
Shadow,"['comedy', 'fantasy', 'drama', 'romance']",87.0,6.4,4.0,1971
St. Louis Blues,"['drama', 'music']",105.0,7.0,1.0,1958
Stormy Weather,['music'],78.0,6.9,8.0,1943
Stormy Weather,[],91.0,6.3,2.0,2003
The Adventures of Hercules,"['comedy', 'fantasy']",88.0,5.4,7.0,1985
The Borrowers,"['family', 'fantasy']",81.0,6.0,1.0,1973
Brothers Karamazov,['drama'],232.0,5.5,4.0,1968
Murder by Phone,"['science fiction', 'thriller', 'horror', 'mystery']",90.0,4.8,5.0,1982
The Corsican Brothers,"['adventure', 'drama']",111.0,6.8,3.0,1941
The Great Scout & Cathouse Thursday,"['action', 'comedy', 'western']",102.0,4.4,7.0,1976
The Heavenly Kid,"['fantasy', 'comedy', 'romance']",90.0,6.0,18.0,1985
The Plague,"['thriller', 'horror']",88.0,5.6,14.0,2006
The Plague,"['action', 'drama', 'foreign']",115.0,5.1,7.0,1992
The Plague,['documentary'],85.0,7.0,2.0,2013
Three Many Weddings,['comedy'],94.0,6.2,54.0,2013
A Madea Christmas,['comedy'],152.0,5.8,8.0,2011
Inseparable,"['drama', 'comedy', 'thriller']",97.0,5.9,10.0,2011
Fric-Frac,"['drama', 'comedy']",105.0,7.0,3.0,1939
Sylvia and the Ghost,"['romance', 'comedy']",90.0,0.0,0.0,1946
Keep an Eye on Amelia,['comedy'],92.0,5.0,1.0,1949
The Red Inn,"['comedy', 'crime']",98.0,6.6,14.0,1951
Le rouge et le noir,['drama'],113.0,6.3,2.0,1954
Love Is My Profession,"['romance', 'drama', 'crime']",105.0,6.8,10.0,1958
The Oldest Profession,"['comedy', 'drama']",119.0,5.5,4.0,1967
Backroads,"['action', 'drama']",60.0,6.5,2.0,1977
The Long and the Short and the Tall,"['war', 'drama']",110.0,7.3,7.0,1961
Austin High,['comedy'],100.0,6.7,3.0,2011
They All Lie,['drama'],75.0,5.5,2.0,2009
The Princess of Egypt,['drama'],90.0,6.5,2.0,2013
"The Tree, the Mayor and the Mediatheque",['comedy'],105.0,7.5,7.0,1993
Charlie Victor Romeo,[],80.0,6.0,1.0,2014
Monty Python - Almost the Truth (The Lawyer's Cut),[],464.0,7.0,2.0,2009
Super Duper Alice Cooper,"['documentary', 'music']",86.0,6.4,6.0,2014
Lunopolis,"['thriller', 'science fiction', 'mystery']",98.0,5.3,11.0,2009
The Mayor of Casterbridge,['drama'],196.0,6.3,3.0,2003
Beck 04 - Öga för öga,['crime'],90.0,6.3,6.0,1998
Uuno Epsanjassa,['comedy'],105.0,6.5,8.0,1985
The Hateful Eight,"['crime', 'drama', 'mystery', 'western']",167.0,7.6,4405.0,2015
Burn Paris Burn,"['fantasy', 'mystery']",,5.0,2.0,2008
Patton Oswalt: Tragedy Plus Comedy Equals Time,['comedy'],59.0,6.9,7.0,2014
The Anderssons in Greece: All Inclusive,"['comedy', 'family']",95.0,5.2,13.0,2012
Pororo: The Racing Adventure,['animation'],77.0,6.0,2.0,2013
Emergency Squad,"['action', 'thriller', 'foreign']",95.0,5.9,4.0,1974
"Blood, Sweat and Fear","['drama', 'crime', 'romance', 'foreign']",90.0,0.0,0.0,1975
Mark Shoots First,[],95.0,0.0,0.0,1975
La Legge Violenta Della Squadra Anticrimine,['crime'],0.0,0.0,0.0,1976
The Last Round,"['action', 'thriller', 'foreign']",0.0,0.0,0.0,1976
Mark Strikes Again,['action'],0.0,0.0,0.0,1976
Destruction Force,['crime'],84.0,7.5,2.0,1977
Highway Racer,[],96.0,7.5,2.0,1977
The Iron Commissioner,[],82.0,0.0,0.0,1978
Magnum Cop,['thriller'],93.0,4.5,2.0,1978
Convoy Busters,"['action', 'thriller', 'crime']",101.0,7.0,2.0,1978
Hunted City,[],103.0,4.5,2.0,1979
Speed Cross,['action'],88.0,2.0,1.0,1980
Stray Dogs,['drama'],138.0,7.1,19.0,2014
Super Bitch,['action'],93.0,6.5,2.0,1973
What Have You Done to Solange?,"['mystery', 'thriller']",103.0,7.2,30.0,1972
Goodbye & Amen,['thriller'],103.0,10.0,1.0,1978
A Man on His Knees,['thriller'],0.0,4.0,1.0,1979
L'avvertimento,['crime'],108.0,0.0,0.0,1980
Point and Shoot,['documentary'],82.0,7.1,18.0,2014
Haemoo,"['thriller', 'drama']",111.0,6.5,35.0,2014
La petite reine,['drama'],108.0,5.5,4.0,2014
The Legend of Lizzie Borden,['drama'],96.0,5.8,6.0,1975
Little Accidents,['drama'],105.0,5.2,28.0,2015
Processo per direttissima,"['drama', 'crime']",95.0,0.0,0.0,1976
Counselor at Crime,['crime'],0.0,0.0,0.0,1973
A Christmas Kiss,"['family', 'tv movie', 'romance']",96.0,6.1,37.0,2011
Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s,['documentary'],127.0,8.0,4.0,2012
7 Hours of Violence,['action'],93.0,3.5,1.0,1973
Wild Card,"['thriller', 'crime', 'drama']",92.0,5.4,665.0,2015
Flow,['drama'],89.0,0.0,0.0,2014
Lasa & Zabala,"['thriller', 'crime']",107.0,6.8,5.0,2014
Rent-a-Cat,"['drama', 'comedy', 'foreign']",110.0,6.6,10.0,2012
Valley of Flowers,"['adventure', 'drama', 'romance']",120.0,7.4,5.0,2006
Attila Marcel,"['comedy', 'drama']",106.0,6.6,21.0,2013
Paper Towns,"['drama', 'mystery', 'romance']",109.0,6.1,1997.0,2015
We Cause Scenes,[],86.0,7.8,4.0,2014
Sacred Heart,['drama'],0.0,7.4,16.0,2005
The Wonders,['drama'],110.0,6.6,37.0,2014
The Wedding Ringer,['comedy'],101.0,6.5,632.0,2015
Absence of the Good,['thriller'],90.0,3.3,3.0,1999
Scam,"['tv movie', 'crime', 'drama']",98.0,6.5,1.0,1993
Marilyn: The Untold Story,"['documentary', 'history']",156.0,6.5,1.0,1980
Naan Kadavul,"['music', 'drama', 'action', 'mystery']",150.0,7.5,4.0,2009
Üvegtigris,['comedy'],105.0,8.5,12.0,2001
My Mistress,"['romance', 'drama']",104.0,5.9,16.0,2014
The Gruffalo's Child,"['adventure', 'animation', 'family', 'fantasy']",26.0,6.4,40.0,2011
Wyrmwood: Road Of The Dead,['horror'],98.0,6.3,173.0,2014
Hits,"['drama', 'comedy']",96.0,4.9,23.0,2014
Brothers: The Return,"['crime', 'drama', 'thriller']",0.0,5.0,2.0,2006
Sällskapsresan II - Snowroller,['comedy'],91.0,5.2,22.0,1985
SOS,['comedy'],104.0,4.7,19.0,1988
The Master Plan,"['crime', 'action', 'comedy', 'adventure']",88.0,6.6,16.0,2015
Ego,['drama'],105.0,5.6,12.0,2013
Jönssonligan får guldfeber,['comedy'],101.0,5.3,14.0,1984
Jönssonligan dyker upp igen,"['crime', 'comedy']",88.0,5.3,15.0,1986
Jönssonligan på Mallorca,['comedy'],101.0,4.7,12.0,1989
Jönssonligan och den svarta diamanten,['comedy'],104.0,4.9,11.0,1992
Jönssonligans största kupp,"['comedy', 'crime']",99.0,5.6,7.0,1995
Jönssonligan spelar högt,['comedy'],92.0,4.5,6.0,2000
Summer House,['drama'],83.0,3.0,1.0,2013
Everyone Loves Alice,['drama'],113.0,7.0,2.0,2002
Nils Karlsson Pyssling,['family'],75.0,5.8,5.0,1990
Studentfesten,['comedy'],98.0,4.5,7.0,2013
Kvarteret Skatan reser till Laholm,['comedy'],83.0,5.0,5.0,2012
Once in a Lifetime,['comedy'],108.0,3.6,7.0,2000
At Point Blank,"['action', 'thriller', 'crime']",100.0,4.5,5.0,2003
Kommissarie Späck,['comedy'],82.0,5.1,8.0,2010
10 000 timmar,['comedy'],90.0,4.8,6.0,2014
Lilla Jönssonligan och Cornflakeskuppen,"['comedy', 'family']",90.0,5.1,7.0,1996
Lilla Jönssonligan på styva linan,[],104.0,5.1,7.0,1997
The Boy Next Door,['thriller'],91.0,4.1,1034.0,2015
Boy Meets Girl,"['drama', 'romance', 'comedy']",95.0,7.0,36.0,2015
Let My Puppets Come,"['comedy', 'music']",75.0,8.0,1.0,1976
The Adventure of Faustus Bidgood,"['comedy', 'drama', 'fantasy']",110.0,7.0,1.0,1986
John Doe: Vigilante,"['thriller', 'crime']",93.0,6.7,57.0,2014
Hearty Paws,"['adventure', 'drama']",97.0,6.0,1.0,2006
Knight of Cups,"['romance', 'drama']",118.0,5.7,198.0,2015
45 Years,['drama'],95.0,6.3,259.0,2015
Diary of a Chambermaid,['drama'],96.0,5.2,41.0,2015
Volcano,['drama'],100.0,6.6,16.0,2015
Body,"['drama', 'comedy']",90.0,6.3,12.0,2015
Endless Night,['drama'],118.0,5.6,21.0,2015
As We Were Dreaming,['drama'],117.0,7.2,19.0,2015
Cloud 9,"['drama', 'romance']",98.0,5.6,11.0,2008
Victoria,"['drama', 'romance', 'thriller']",138.0,7.9,388.0,2015
Heavenly Forest,"['drama', 'romance']",116.0,7.3,22.0,2006
Petting Zoo,['drama'],93.0,7.0,5.0,2015
The Golden Dream,['drama'],110.0,6.8,36.0,2013
The Only Ones,['comedy'],117.0,5.8,3.0,2013
Welcome Home Brother Charles,"['action', 'thriller']",91.0,5.0,1.0,1975
Home Sweet Hell,"['drama', 'comedy']",98.0,5.0,187.0,2015
Invisible Ghost,"['horror', 'mystery', 'thriller']",64.0,5.3,9.0,1941
Everybody Wins,"['drama', 'thriller', 'mystery']",97.0,4.1,7.0,1990
General Spanky,"['war', 'comedy', 'family']",71.0,0.0,0.0,1936
Jamie Marks Is Dead,"['drama', 'thriller']",100.0,5.5,34.0,2014
Slam Dance,"['mystery', 'thriller']",99.0,4.5,4.0,1987
The Man Who Wouldn't Die,"['crime', 'drama', 'thriller']",90.0,0.0,0.0,1994
The Shepherd,"['action', 'science fiction']",86.0,5.0,1.0,1999
Wiseguy,[],95.0,4.0,1.0,1996
Wild Geese II,['action'],125.0,4.0,11.0,1985
Timbuktu,['drama'],95.0,6.9,152.0,2014
Casting Couch,['comedy'],93.0,3.0,7.0,2013
Hollow Point,"['action', 'comedy', 'thriller']",102.0,4.4,7.0,1996
Zeder,['horror'],98.0,5.8,14.0,1983
The Year Without a Santa Claus,"['animation', 'family']",51.0,6.7,33.0,1974
From Morn to Midnight,[],72.0,7.7,3.0,1920
Artifact,"['documentary', 'music']",105.0,7.6,41.0,2012
Sputnik,"['adventure', 'family']",93.0,6.0,3.0,2013
Kolmistaan,"['drama', 'romance']",,4.0,1.0,2008
Adult Camp,['comedy'],92.0,6.0,1.0,2015
Expecting a Miracle,"['tv movie', 'drama']",0.0,3.0,2.0,2009
The Dark Valley,"['western', 'drama']",115.0,7.1,113.0,2014
The Maids,['drama'],95.0,5.2,3.0,1975
Priest of Love,['drama'],125.0,0.0,0.0,1981
Standing Ovation,"['comedy', 'music', 'family']",105.0,3.9,6.0,2010
Grizzly Falls,[],94.0,4.0,3.0,1999
Green Ice,"['adventure', 'romance']",116.0,4.4,5.0,1981
Waltz Across Texas,['romance'],99.0,0.0,0.0,1982
Eloise at the Plaza,"['comedy', 'family', 'mystery']",89.0,5.7,14.0,2003
One Last Hug,['documentary'],37.0,8.0,1.0,2014
Two Men in Town,"['crime', 'drama']",120.0,5.9,32.0,2014
Vesna Goes Fast,['drama'],92.0,7.2,8.0,1996
James Dean,['drama'],90.0,6.9,31.0,2001
Eloise at Christmastime,"['family', 'comedy', 'drama']",89.0,5.1,15.0,2003
Bizarre,"['drama', 'romance']",99.0,6.2,11.0,2015
I'm Here,['drama'],30.0,7.4,53.0,2010
Rigoletto,['drama'],98.0,6.7,6.0,1993
Closure,['documentary'],76.0,8.0,1.0,2013
"Spy, Stand Up",['thriller'],98.0,6.1,6.0,1982
The Purple Taxi,['drama'],120.0,6.0,3.0,1977
Judge Fayard Called the Sheriff,"['drama', 'crime']",0.0,6.3,5.0,1977
The Common Man,"['drama', 'thriller']",90.0,5.6,5.0,1975
The Assassination,"['thriller', 'history']",0.0,6.3,5.0,1972
Angel's Leap,['crime'],95.0,5.0,2.0,1971
Safety Catch,"['thriller', 'crime', 'mystery']",87.0,7.5,1.0,1970
And Hope to Die,"['crime', 'drama']",122.0,6.5,1.0,1972
Quicker Than the Eye,[],,0.0,0.0,1990
Twelve Plus One,['comedy'],94.0,5.3,4.0,1969
The Blonde from Peking,"['drama', 'comedy', 'crime', 'thriller']",87.0,7.5,1.0,1967
Un milliard dans un billard,['crime'],,0.0,0.0,1965
Joy House,"['thriller', 'drama', 'crime']",97.0,6.8,6.0,1964
The Joy of Living,['comedy'],132.0,6.2,3.0,1961
Monsieur Ripois,[],100.0,2.5,2.0,1954
The Walls of Malapaga,['drama'],95.0,4.5,4.0,1949
Reformat the Planet,['documentary'],0.0,8.0,1.0,2008
Scandali nudi,[],0.0,0.0,0.0,1968
Drew: The Man Behind the Poster,['documentary'],97.0,7.5,11.0,2013
Blood and Diamonds,[],0.0,0.0,0.0,1977
Nick the Sting,['crime'],94.0,8.5,2.0,1976
Plastic Bag,['drama'],18.0,7.5,13.0,2009
The Last Five Years,"['comedy', 'drama', 'music', 'romance']",94.0,5.5,145.0,2014
Naked,['comedy'],94.0,5.0,4.0,2000
The Ghosts in Our Machine,['documentary'],93.0,8.0,3.0,2013
Crimson Peak,"['mystery', 'thriller', 'fantasy', 'horror', 'drama']",119.0,6.4,1494.0,2015
As Dreamers Do,"['drama', 'family']",90.0,4.6,7.0,2014
Dragonheart 3: The Sorcerer's Curse,"['action', 'adventure', 'fantasy']",97.0,4.5,82.0,2015
12:01 PM,['science fiction'],25.0,5.8,6.0,1990
Robin Williams: An Evening with Robin Williams,['comedy'],82.0,7.0,11.0,1982
The Great Los Angeles Earthquake,"['drama', 'action']",180.0,6.8,5.0,1990
Bride of Boogedy,"['horror', 'family', 'comedy']",90.0,4.8,3.0,1987
Chris Rock: Bigger & Blacker,['comedy'],65.0,7.8,24.0,1999
Chris Rock: Bring the Pain,['comedy'],58.0,7.7,18.0,1996
Crockdale,[],0.0,0.0,0.0,2011
Wasteland,['drama'],0.0,0.0,0.0,1960
Beau Brummell: This Charming Man,"['drama', 'history']",78.0,5.5,3.0,2006
Casanova,"['drama', 'comedy', 'romance']",174.0,7.5,15.0,2005
Chaar Sahibzaade,"['action', 'adventure', 'animation', 'documentary', 'family', 'history']",134.0,6.6,4.0,2014
Queen of the Mountains,"['drama', 'action']",135.0,0.0,0.0,2014
Hababam Sınıfı Sınıfta Kaldı,[],91.0,7.8,12.0,1975
Yesterday,['drama'],84.0,7.5,4.0,1988
Anbe Sivam,"['adventure', 'comedy', 'drama']",160.0,7.2,8.0,2003
The Moromete Family,['drama'],142.0,7.4,9.0,1987
Şaban Oğlu Şaban,['comedy'],90.0,8.4,7.0,1977
1 - Nenokkadine,"['action', 'comedy', 'romance']",150.0,5.8,13.0,2014
Bey Yaar,"['family', 'comedy', 'drama']",150.0,8.0,3.0,2014
The Outsider,"['action', 'crime', 'drama', 'thriller']",100.0,6.1,17.0,1983
Un Papillon sur l'épaule,['drama'],95.0,5.6,6.0,1978
Love at the Top,"['drama', 'comedy']",105.0,6.8,8.0,1974
Deported Women of the SS Special Section,"['drama', 'thriller', 'war']",98.0,0.0,0.0,1975
Women in Cell Block 7,"['crime', 'drama']",100.0,5.5,2.0,1973
Life's a Breeze,"['drama', 'comedy']",83.0,6.0,13.0,2013
O Amor Natural,['documentary'],76.0,8.0,1.0,1996
The Forgotten Space,[],112.0,3.5,2.0,2010
The Runner from Ravenshead,['family'],81.0,0.0,0.0,2010
Plato's Academy,"['drama', 'comedy']",103.0,7.7,9.0,2009
Cloudburst,"['adventure', 'drama', 'comedy', 'thriller', 'foreign']",93.0,6.6,14.0,2011
A One-Way Trip to Antibes,['drama'],105.0,6.0,2.0,2011
Mike Birbiglia: My Girlfriend's Boyfriend,"['drama', 'comedy']",75.0,8.1,16.0,2013
Tom Segura: Completely Normal,['comedy'],73.0,8.1,8.0,2014
Le bel indifférent,[],29.0,6.0,1.0,1957
Mike Birbiglia: What I Should Have Said Was Nothing,['comedy'],60.0,7.0,11.0,2008
Heads,"['tv movie', 'crime', 'comedy']",90.0,0.0,0.0,1994
Heckler,"['documentary', 'comedy']",80.0,5.7,19.0,2007
The High Sign,"['crime', 'comedy']",21.0,7.2,18.0,1921
Wild Honey,[],95.0,0.0,0.0,1972
